smiles,P2,P1,P3,P4,P5,P6,P7,P8,P9
ON1C2CCCCC2N(O)C1c1c(F)c(F)c(F)c(F)c1F,1,1,1,1,1,1,1,1,0
Clc1ccc2oc(-c3ccccn3)nc2c1,1,1,0,1,1,1,1,1,1
CC1=C(C(=O)Nc2ccccc2)C(c2ccco2)N2NC=NC2=N1,1,1,0,0,1,1,1,1,1
Cn1c(=O)c2c3c(sc2n2c(SCC(=O)c4ccc(Cl)cc4)nnc12)COC(C)(C)C3,1,1,1,1,1,1,1,1,1
CCn1nnc(NC(=O)COc2cc(C)ccc2C(C)C)n1,1,0,1,0,1,1,0,1,1
COc1ccc(-n2nnnc2-c2cnc3cc4c(cc3c2C)OCO4)cc1,1,1,1,1,1,1,1,1,1
CCOC(=O)C1CCN(C(=O)c2ccc(Br)o2)CC1,1,1,1,1,1,1,1,1,0
CCOc1ccccc1OCCCC(=O)Nc1ccc(OC)nc1,1,1,0,0,0,1,0,0,0
CN(CC(=O)N1CCN(c2ccccc2F)CC1)S(=O)(=O)c1cnc[nH]1,1,1,1,1,1,1,1,1,1
COc1ccc(-c2c3c(=O)n(C)c(=O)n(C)c3cn2-c2cccc(OC)c2)cc1,1,0,1,1,0,1,1,0,0
CCCC(C)C(=O)Nc1ccc(C(N)=O)cc1,1,1,1,1,1,1,1,0,1
CCc1ccc(C(=O)NCc2cccs2)s1,1,1,0,1,1,1,1,1,1
O=C(Cn1c(=O)n(-c2ccccc2)c(=O)c2sccc21)N1CCCC1,1,1,1,0,0,1,1,1,1
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)OCC(=O)N2CC(C)OC(C)C2)c1,1,1,1,1,1,1,1,0,1
Cc1nc2c(=O)oc3ccccc3c2n1-c1ccccc1,0,1,1,0,0,1,1,0,0
CCCCN(Cc1ccccc1)S(=O)(=O)c1ccc2[nH]c(=O)oc2c1,1,1,1,1,1,0,1,1,1
CCn1ccnc1CN(C)Cc1cn(-c2ccc(C)cc2)nc1-c1ccc(F)cc1,1,1,1,1,1,1,1,1,1
COC(=O)c1c(C)noc1-c1cc(C)on1,1,0,1,1,1,1,1,0,1
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCN(Cc3ccccc3)CC1)n2CCCc1ccccc1,1,1,1,1,1,1,1,1,1
Cc1ccc(N2C(=O)C3C(C2=O)C(C(=O)c2ccccc2)N2CCCC32)cc1,1,1,1,1,1,1,1,1,1
O=c1cc(C(F)(F)F)oc2c1ccc1ccccc12,1,1,1,1,1,1,1,1,1
O=C(Nc1nnc(-c2ccc3c(c2)CCCC3)o1)c1ccc(Cl)cc1Cl,1,1,1,1,1,1,1,1,1
CCC(C(=O)NC1CCCC1)N(C(=O)c1snc(C(N)=O)c1N)c1ccc2c(c1)OCCO2,1,1,1,1,0,1,1,1,1
O=C(NCC(=O)N1CCCC1C(=O)O)OC1CCCCC1,1,1,1,1,1,1,1,1,1
Cc1ccc(CCN2C(=O)CCC2(C)C(=O)NCc2cccnc2)cc1,1,1,1,1,1,1,1,1,1
CCOC(=O)Cc1nnc(NC(=O)c2ccccc2OCC)s1,1,1,1,1,1,1,1,1,1
Cc1sc2nc(SCC(=O)NCc3ccco3)n(Cc3ccccc3)c(=O)c2c1C,1,1,1,1,1,1,1,1,1
CCOC(=O)C1=C(CN2CCSCC2)NC(=O)NC1c1cc(C)ccc1C,1,1,0,1,0,1,1,1,1
CCC(C)C(=O)Nc1cc(OC)c(OC)cc1C(=O)O,1,1,0,1,1,1,0,1,1
Cc1ccc(-n2c(SCC(=O)N/N=C/c3ccc(C)s3)nnc2-c2ccccc2)cc1,1,1,1,1,1,1,1,1,1
O=C(NC1CCCCC1)n1c(=O)oc2cc(S(=O)(=O)N3CCCCC3)ccc21,1,1,0,1,0,1,0,0,1
CCOc1ccccc1-c1nc(-c2ccc(NC(=O)Cc3ccccc3OC)cc2)no1,0,1,1,1,1,1,1,1,1
Cc1cc(C)c(NC(=O)CS(=O)CC(=O)N2CCN(c3ccccc3)CC2)c(C)c1,1,1,1,1,1,0,1,1,1
CCOc1ccc(NC(=O)c2cc3cc(OC)ccc3oc2=O)cc1,1,1,1,1,1,0,1,1,1
Cc1cc(=O)nc(SCc2cccc(F)c2)[nH]1,1,1,1,1,1,1,1,1,1
CN(Cc1ccccc1)C(=O)Cn1cccc1C(=O)c1ccccc1,1,1,1,1,1,0,1,1,1
COc1ccccc1OCC(=O)Nc1nnc(-c2ccco2)s1,0,1,1,0,0,1,1,1,1
CC(=O)NCCc1ccc(S(=O)(=O)N(C)C2CCS(=O)(=O)C2)cc1,1,1,1,1,0,1,0,1,1
CCCCc1c(O)n(-c2ccccc2C)c(SCC(=O)NC(C)(C)C)nc1=O,1,1,1,1,1,0,1,1,1
CCc1ccc(C(=O)/C=C/c2cnn(C)c2C)s1,1,1,1,1,1,1,1,1,1
O=C(Nc1cccc2ccccc12)c1ccc(Br)o1,0,1,1,1,1,1,1,1,0
CC(C)COC(=O)CCn1[nH]c(=O)c2ccccc2c1=O,1,1,1,1,1,1,0,0,1
CCN(CC)S(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)N(CC)CC)cc2)cc1,1,1,1,1,1,1,1,1,1
CCCc1[nH]nc2c1C(c1ccc(OC)cc1OC)C(C#N)=C(N)O2,0,1,1,0,1,1,1,0,1
CCCCCn1c(CN2CCN(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,1,0,1,1,1,1,1,1,1
CCOc1ccc(-c2nnc(SCC(=O)N3CCOCC3)o2)cc1,0,0,1,0,1,0,1,1,1
O=c1nc2n(c3sc4c(c13)CCCC4)C(CBr)CS2,1,1,1,1,1,1,1,1,1
O=C(CSc1nnc(-c2ccc(Cl)s2)o1)N1CCOCC1,1,1,1,0,1,1,1,1,1
CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1NCCN1CCOCC1,1,0,1,1,1,1,1,1,1
CC(C)(C)c1ccc(C(=O)NNC(=O)C(=O)N2CCCCC2)cc1,1,1,1,1,1,0,1,1,1
COc1ccc(C)cc1NC(=O)CN1C(=O)c2cccc3cccc1c23,1,1,1,1,1,1,1,1,0
Cn1c(O)cc(=O)nc1SCC(=O)Nc1cccc2ccccc12,0,0,1,0,0,1,1,1,1
O=C(CSc1nc2ccccc2o1)c1ccc2c(c1)Cc1ccccc1-2,1,1,1,1,1,0,1,1,1
COC(=O)CN(c1ccc(OC)cc1)S(=O)(=O)c1c(C)noc1C,1,1,1,1,0,1,1,1,1
Cc1onc(-c2ccccc2)c1C(=O)NCCc1c[nH]c2ccccc12,0,0,0,0,1,0,1,0,1
COc1ccc(S(=O)(=O)N2CCn3c2nc2ccccc23)cc1,1,0,1,1,1,1,0,0,1
O=c1nc(CN2CCN(CCO)CC2)[nH]c2ccccc12,1,0,1,1,1,1,1,1,1
CCOC(=O)CSc1nnc(CNC(=O)c2cc(OCC)c(OCC)c(OCC)c2)n1C,1,1,1,1,1,1,1,1,1
COc1cc(S(=O)(=O)NC2CCCC2)ccc1F,1,1,1,1,1,1,1,1,1
CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)NC(C)C)c1C,1,1,1,1,1,1,1,1,1
Cn1cc(C(=O)c2ccc(Cl)cc2)cc1-c1nc2ccccc2n1C,0,1,0,1,0,1,1,1,1
CC1(C)CCCC2=C1CC1C(=O)N(Cc3cccnc3)C(=O)C1C2,1,1,1,1,1,1,1,1,1
CCC1CCCCN1CCCNC(=O)CNC(=O)Cn1ccc2ccccc2c1=O,1,1,1,1,1,1,0,1,1
CN1C(=O)NC(c2ccccc2)C2=C1CN(c1cccc(C(F)(F)F)c1)C2=O,0,1,0,1,0,1,1,1,1
CCn1c(=O)cc(SCC(=O)NCCCN2CCN(c3ccccc3F)CC2)c2ccccc21,0,1,1,1,1,1,1,1,1
COCCNC(=O)CN1CCC(NC(=O)Nc2ccc(C(F)(F)F)cc2)CC1,0,1,1,1,1,1,1,1,0
COC(=O)c1ccccc1NC(=O)Cn1nnc(-c2ccc(OC)cc2)n1,1,1,1,1,1,1,1,1,1
Cc1cccc(NC(=O)c2sc(NC(=O)c3ccco3)c(C#N)c2C)c1C,0,1,1,1,0,1,0,0,1
CCC1(N(C(C)=O)c2ccc(OC)cc2)C(=O)c2ccccc2C1=O,1,0,0,1,1,1,0,1,1
CCN(CC)S(=O)(=O)N1CCC(C(=O)NCCN2CCOCC2)CC1,1,1,1,1,1,1,1,1,1
CN(C)c1nc(Nc2ccccc2)c(C#N)c(=O)o1,1,1,1,1,1,1,1,1,0
NC(=O)c1c(NC(=O)C2CCCO2)sc2c1CCC2,1,0,1,0,0,1,0,0,1
Nc1ccc(S(=O)(=O)Nc2nccc(/C=C/c3ccccc3F)n2)cc1,1,1,1,1,1,1,1,1,1
CCCS(=O)(=O)N1CCC(C(=O)NCCc2ccc(C)cc2)CC1,1,1,1,1,1,1,1,0,1
N#Cc1ccc(CSc2nnc(Nc3ccccc3)s2)cc1,0,1,1,0,0,0,0,1,0
Cc1cc(NC(=O)CSc2nccn2-c2ccc(Cl)cc2)no1,0,0,1,1,0,1,1,1,1
O=C(NC12CC3CC(CC(C3)C1)C2)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1,0,0,0,0,0,1,1,1,1
O=C(c1nnc(Cc2ccc(Cl)cc2)o1)N1CCOCC1,1,1,1,1,1,1,1,1,1
COc1ccc(/N=C/c2sc3ccccc3c2Cl)cc1,1,1,1,1,1,1,1,1,1
O=C(CCC(=O)N1CCN(S(=O)(=O)c2ccc(Cl)cc2)CC1)NC1CCCc2ccccc21,1,1,1,1,1,0,1,1,1
O=C(CSCc1nc2ccccc2[nH]1)N1CCN(c2ccc(F)cc2)CC1,0,1,1,1,0,0,1,0,1
Nc1c(C(=O)NCCN2CCOCC2)c2nc3ccccc3nc2n1-c1ccccc1,1,0,0,1,1,1,1,1,1
CC(C)C(=O)Nc1c(-c2cccs2)c(=O)c2ccccc2n1C,1,1,1,1,1,1,1,1,0
COc1ccc(N2C(=O)C3CCCN3C2c2cc(OC)c(OC)cc2OC)cc1,1,1,1,0,1,1,1,1,1
COc1ccc(NC(=O)N(C2CCCCC2)C2CCN(C(C)C)CC2)c(OC)c1,0,1,1,0,1,1,1,1,1
CNC(=O)COC(=O)CNC(=O)c1cc(Cl)cc([N+](=O)[O-])c1,1,1,1,1,1,1,1,1,1
O=C(Nn1c(-c2ccccc2)nc2ccccc2c1=O)C1CCC1,0,0,0,1,1,1,1,0,0
O=C1NC(=O)N(CCc2ccc(F)cc2)C(=O)/C1=C/NCCCN1CCOCC1,1,1,1,1,1,1,0,1,1
CC(=O)N(Cc1ccc2c(c1)OCO2)C1CC(=O)N(CCc2ccccc2)C1=O,1,1,1,1,0,0,1,1,0
O=C(NCCNC(=O)C(c1ccccc1)c1ccccc1)c1ccco1,1,1,0,1,1,1,0,1,0
N#CC1=C(N)Oc2c(oc(CO)cc2=O)C1c1cccs1,1,1,1,1,0,1,1,0,1
CN1/C(=C(\C#N)C(=O)CN2CCN(Cc3ccccc3)CC2)Nc2ccccc21,1,1,0,1,1,1,1,1,1
CC(C)=C1C2C=CC1C(C(=O)Nc1cccc(C)c1)C2C(=O)O,1,0,1,1,1,1,1,1,1
Cc1cc(C)n2nc(C(=O)Nc3ccccc3N3CCOCC3)nc2n1,1,0,1,0,1,1,1,1,1
COC1=C/C(=C\NNC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)C=CC1=O,1,1,1,1,1,0,1,1,1
CN(CCC#N)C(=O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1,1,1,1,1,1,0,1,1,1
O=C(CN1CCN(Cc2ccccc2Cl)C1=O)NC1CCCCCC1,1,1,1,1,1,1,1,1,1
CC(C)(C)OC(=O)N1CCC(C(=O)N2CCCC2C(=O)O)CC1,1,1,0,0,1,1,0,1,1
Cn1cccc1C(C(=O)NC1CCCCC1)N(C(=O)Cc1cccs1)c1ccc2c(c1)OCCO2,0,0,1,1,0,1,1,1,1
N#C/C(C(=O)NCc1ccccc1)=C1\SC(CCO)C(=O)N1c1ccccc1,1,0,0,1,0,1,1,1,1
FC(F)(F)c1ccccc1NC(=S)Nc1cccc(Cl)c1,1,1,1,1,1,1,1,1,1
Cc1nc2cc(N3CCOCC3)c(NC(=O)C3CC3)cc2c(=O)n1Cc1ccccc1,0,1,0,1,1,0,0,1,0
O=C(Nc1ccc(Nc2ccccc2)cc1)c1ccc(Br)o1,0,1,1,1,1,1,0,1,1
O=C(O)CC1C(=O)NCCN1C/C=C/c1ccccc1,1,1,1,1,1,1,1,0,1
CC(C)n1c(N2CCN(CC(=O)NCc3cccs3)CC2)nc2ccccc21,1,1,1,1,1,1,1,1,1
CCCOc1ccc(CSc2nc3ccccc3[nH]2)cc1,1,1,1,1,1,0,1,1,1
O=C(NC1CCCCC1)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(F)cc1,1,1,1,1,1,1,1,1,1
O=C(NCc1ccc2c(c1)OCO2)c1ccc(CS(=O)(=O)c2ccc(Br)cc2)o1,1,1,1,1,1,1,1,1,1
O=C(CC(c1ccccc1)c1ccccc1)NCc1cccnc1,1,1,1,1,1,1,1,1,1
Cn1c(=O)cc(OCC(=O)Nc2ccccn2)c2ccccc21,1,0,1,0,0,1,1,0,0
O=C(Nc1ccccc1-c1ccccc1)C1CCCN(c2ncccn2)C1,0,0,1,1,1,0,1,0,1
O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N1CCOc1ccccc1,0,1,1,0,1,1,1,1,0
CCOc1ccc(N(CC(=O)NC2CCCC2)C(=O)CCCC(=O)Nc2ccccn2)cc1,1,1,1,1,1,1,1,1,1
NC(=O)c1ccccc1OCC(=O)O,1,1,1,1,1,1,1,1,1
CCS(=O)(=O)N1CCN(C(=O)COc2ccc(-c3ccccc3)cc2)CC1,1,1,1,1,1,1,1,1,1
Cn1c(=O)c2c(nc(N3CCCCC3)n2CCSc2nc3ccccc3s2)n(C)c1=O,1,0,1,1,1,0,0,1,1
Clc1ccc(-c2nnc(CSc3nnc(-c4cccs4)o3)o2)cc1,1,1,1,1,1,1,1,1,0
C=CCNc1nnc(SC2CC(=O)N(c3ccc(OCCC)cc3)C2=O)s1,1,1,1,1,1,0,1,1,1
C=CCn1cnc2scc(-c3ccc(C)cc3)c2c1=O,1,1,1,1,1,0,1,1,1
O=C1C=CC(=CNCC2COc3ccccc3O2)C=C1,1,1,1,1,1,1,1,1,1
O=C(Nc1ccc2c(c1)OCCO2)c1ccccc1F,1,1,1,1,1,1,1,0,1
COc1ccc(N(CC(=O)Nc2ccc(F)c(Cl)c2)S(=O)(=O)c2c(C)noc2C)cc1,0,0,1,1,0,1,0,1,1
O=C(Cc1ccccc1)N1CCC(c2nc3ccccc3[nH]2)CC1,0,0,0,0,1,1,0,1,1
Cc1ccc(CC(C(=O)Nc2ccc(F)cc2)/C(N)=N/O)cc1,1,1,1,0,1,1,1,1,1
c1ccc(-n2nnnc2Sc2n[nH]c(-c3ccncc3)n2)cc1,1,0,1,1,0,1,1,1,1
Cc1nc2c(C)cccc2cc1C(=O)NNC=C1C=CC(=O)C=C1,1,1,1,1,1,1,1,1,1
Cc1nn(-c2nc3ccccc3s2)c(C)c1Oc1ccccc1O,0,1,0,1,0,1,1,0,1
Cc1nn(C)cc1C(=O)Nc1c(C)nn(Cc2ccccc2Cl)c1C,1,1,1,1,1,1,1,1,1
COc1cccc(NC(=O)c2ccncc2)c1,1,1,1,1,1,1,1,1,1
O=C1OC(N2CCN(C(=O)c3ccco3)CC2)c2ccccc21,1,1,1,0,1,1,0,0,1
COc1cccc2cc(C(=O)NCc3ccco3)/c(=N/c3ccc(C(=O)O)cc3)oc12,1,1,1,1,1,0,1,1,1
O=C(Oc1oc(-c2ccco2)nc1/C=N/c1ccc(Cl)cc1)c1ccco1,1,1,1,1,1,0,1,1,1
COc1cc(/C=C2\SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,1,1,1,1,1,1,1,1,1
O=C(CCCCCn1c(SCc2ccncc2)nc2ccccc2c1=O)NCc1ccco1,0,1,1,1,1,1,1,1,1
CCN(CC)c1ccc(NC(=O)CC2Oc3ccccc3NC2=O)c(C)c1,1,1,0,1,1,0,0,0,1
Cn1c(=O)c2cc(S(=O)(=O)NCCC(=O)NC3CCCCCCC3)ccc2n(C)c1=O,1,1,1,0,0,1,0,1,1
c1coc(CNc2ncnc3nc[nH]c23)c1,1,0,1,1,1,1,0,1,1
Cc1cc(=S)n(-c2ccccc2)n1C,1,1,1,0,1,1,1,1,1
O=C(COc1ccc(Br)cc1)Nc1ccccc1N1CCCC1,1,1,1,1,1,1,1,1,1
c1coc(CN2CN=C(Nc3nc4ccccc4s3)NC2)c1,1,1,0,1,1,1,1,0,1
O=C(Nc1cccc(NC(=O)c2ccc(-c3cccc(Br)c3)o2)c1)c1ccco1,0,1,1,1,1,1,1,1,0
CC1Cc2ccccc2N1c1ncnc2nc[nH]c12,1,1,1,1,1,1,1,1,1
O=C(CSc1nc2ccccc2[nH]1)NC(=O)NCc1ccco1,1,1,0,0,1,1,1,0,1
Cc1cc(C)cc(CC2CC(=O)N(c3ccc4c(c3)OCCO4)C2=O)c1,0,1,1,1,1,1,1,1,1
COc1cccc(/N=C2\SC(C(=O)Nc3ccc(F)cc3)CC(=O)N2C)c1,1,1,1,1,1,1,0,1,1
CSc1ccc(C#N)cc1NC(=O)c1ccccc1,1,1,1,1,1,1,1,1,1
CC1=C(C(=O)Nc2ccc(C)cc2)C(c2ccc(N(C)C)cc2)NC(=O)N1,0,1,0,1,1,1,1,1,0
CCOC(=O)c1sc(NC(=O)CSc2nnc(C(C)C)n2CC)nc1C,0,0,1,0,0,0,1,1,0
O=C(CN1C(=O)NC2(CCCCCCC2)C1=O)NC(=O)NCc1ccco1,0,1,1,0,1,0,1,0,1
CCCCOc1ccc(-c2nnn(CC(=O)Nc3ncc(CC(=O)OCC)s3)n2)cc1,0,1,1,1,0,1,1,1,1
CCC(C)OC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(N(C)C)cc1)C2,1,0,1,0,1,1,1,0,1
CCOC(=O)N1CCN(C(=O)CSc2nnc(COc3ccccc3)o2)CC1,1,0,1,1,1,1,1,1,1
COc1ccc(N2CCN(C(c3ccccc3)c3sc4nc(C)nn4c3O)CC2)cc1,0,1,1,0,1,1,1,1,1
CCCCC(CC)COC1(c2ccccc2)OC(=O)c2ccccc21,1,1,1,1,1,0,1,1,1
CCOC(=O)c1ccc(NC(=O)Cn2nnc(-c3ccccc3F)n2)cc1,1,1,1,1,1,1,1,1,1
COc1ccccc1CNC(=O)CCS(=O)(=O)c1ccc2c(c1)CCCN2C(C)=O,1,1,1,1,1,1,1,1,1
Cc1ccccc1SCC(=O)NC1CCOC1=O,1,1,0,1,0,1,1,0,1
CCOc1nc(-c2ccncc2)nc2ccccc12,1,1,1,1,1,1,1,1,1
COCc1ccc2oc(C(=O)O)cc2c1,1,1,1,1,1,0,1,0,0
Nc1ccccc1SCC(=O)Nc1ccc(N2CCOCC2)cc1,1,1,1,1,1,0,1,1,1
CC(NS(=O)(=O)c1ccc(Cl)cc1)C(=O)NCc1ccco1,1,1,1,1,1,1,1,1,1
C=CCN(C(=O)CCC(=O)Nc1cc(C)on1)C(C(=O)NC1CCCC1)c1cccnc1,1,1,1,0,1,1,1,1,1
CC(=O)Oc1ccc(C2OC(=O)c3ccccc3N2C(C)=O)cc1,1,1,1,1,1,0,1,1,1
COc1ccccc1N1CCN(CC(=O)c2c(C)n(C)c3ccccc23)CC1,1,0,1,1,1,1,1,1,1
COc1ccc(CC(=O)Nc2c3c(nn2-c2cccc(Cl)c2)CS(=O)(=O)C3)cc1,1,1,1,1,0,1,0,1,0
O=C(Nc1cccnc1Cl)C1c2ccccc2Oc2ccccc21,1,1,1,1,1,0,1,1,1
O=C(Nc1ccc(Oc2ccccc2)cc1)C1CCN(c2c3c(nc4ncnn24)CCC3)CC1,1,1,1,1,1,1,1,1,1
CN(C(=O)c1ccc(NC(=O)c2cnccn2)cc1)C1CCCCC1,1,0,1,1,1,1,1,1,1
N#Cc1c(NC(=O)c2ccncc2)sc2c1CCC2,1,0,1,0,1,1,1,1,1
COc1ccc(-c2nnc(SCc3cccc(C)c3)n2N)cc1,1,1,1,1,1,0,1,1,1
CCOC(=O)C1CCN(C(=O)c2cc(OCC)c(OCC)c(OCC)c2)CC1,1,1,1,1,1,1,1,0,1
Cc1ccc(C2C(C#N)=C(N)Oc3cc4c(cc32)OCO4)cc1,0,1,1,0,1,1,0,0,1
Fc1cccc(Cl)c1Cn1nnc2c(NCc3ccccn3)ncnc21,1,1,1,1,1,1,1,1,1
Brc1ccc(-c2noc(COc3ccc4c(c3)CCC4)n2)o1,0,1,1,1,1,1,0,1,0
Cn1c(SCc2ccccc2F)nnc1-c1cnccn1,0,1,1,0,0,0,1,1,1
O=C(CSc1nnc(-c2ccccc2)n1Cc1ccco1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,1,1,1,1,1,0,1,1,1
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,1,1,1,1,1,1,0,1,1
CCOC(=O)c1c(CN2CCOCC2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,0,1,1,1,1,1,1,1,0
O=C(OCCCCN1C(=O)c2ccccc2C1=O)c1ccc(Br)o1,0,1,1,1,1,1,0,1,0
COc1ccc(CCn2nnnc2C(CC(C)C)N2CCC(C(N)=O)CC2)cc1OC,1,1,0,1,1,1,0,1,1
COc1ccc(NC(=O)Nc2ccc(C)cc2OC(F)F)cc1OC,1,1,1,1,1,1,1,1,1
O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,1,1,1,1,1,1,0,1,1
CC(C)N(O)C(=O)NC(C)(C)C,1,1,1,0,1,1,1,1,1
O=C(NCCc1ccccc1)C1CCCN1S(=O)(=O)c1ccc(F)cc1,1,1,1,1,1,1,1,1,1
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc2)cc1,1,1,1,0,1,1,1,1,1
O=C(O)CC(C(=O)N(c1ccccc1)c1ccccc1)N1CCOCC1,1,1,1,1,1,1,1,1,1
CSc1nc2c(c(=O)n1Cc1ccccc1)SC(C)C2,1,1,0,1,0,1,1,1,1
C=CCNC(=O)c1c(Cl)cccc1Cl,1,1,1,1,1,1,0,1,1
Cc1cc(NC(=O)CCCN2C(=O)/C(=C/c3cccs3)SC2=S)no1,1,1,1,1,1,1,1,1,1
COc1ccc2[nH]c3c(=O)n(CCCCC(=O)N4CCC(C(N)=O)CC4)c(=S)[nH]c3c2c1,1,1,0,1,0,1,1,1,1
O=C(O)CCCNc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1C(=O)O,1,1,1,1,0,1,1,1,1
CCOC(=O)c1cnc(SC)nc1Oc1cccc(NS(=O)(=O)c2ccccc2)c1,1,1,1,1,1,1,1,1,1
Cc1ccccc1NS(=O)(=O)c1cc(C(=O)N2CCCC2)ccc1C,1,0,0,1,1,1,1,0,1
CC(C)OC(=O)CSc1ncnc2c1cnn2Cc1ccccc1,0,0,1,1,1,0,0,1,0
Cc1cccc(NC(=O)CCn2ccnc2C)c1,1,1,1,1,1,1,1,1,1
Cc1ccc(Nc2cc(C)c3ccccc3n2)c(C)c1,1,1,1,1,1,0,1,1,1
COC(=O)C(NC(=O)Nc1ccccc1F)C(C)C,1,1,1,0,1,1,1,1,1
Cc1cccc(-c2nc3ccccc3c3nncn23)c1,1,0,1,1,1,1,1,1,1
O=C(CSc1nnc(-c2ccc(F)cc2)o1)Nc1ccc(S(=O)(=O)N2CCCCCC2)cc1,1,1,0,0,0,1,1,1,1
Cc1c(C(=O)NCCCN2CCOCC2)sc2nc(-c3ccc(F)cc3)cn12,1,0,1,1,1,1,1,0,1
COc1ccc(Br)cc1C1CC(=O)N2CN(Cc3ccccc3)CSC2=C1C#N,0,1,1,1,1,1,1,1,1
Cn1cccc1-c1cc(C(=O)O)[nH]n1,1,1,1,0,1,1,1,0,1
O=C(O)CCc1ccc(-c2ccccc2)n1CC(=O)O,1,0,1,1,1,1,1,1,1
Cn1c(CN2CCCC2)nc2cc(NC(=O)c3ccco3)ccc21,0,0,1,1,1,1,1,1,1
O=C1c2ccccc2C(=O)N1CCN1CCCCC1,1,1,1,0,0,1,1,1,1
CCCCOC(=O)Nc1nnc(-c2ccccc2OC)s1,0,1,1,1,0,0,0,1,1
O=C(CCCC(=O)Nc1cccnc1)Nc1cccnc1,1,0,0,0,1,1,1,0,1
CCOC(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCC(=O)N3)CC1,1,1,1,0,1,1,1,0,1
O=C(CCS(=O)(=O)c1cccs1)Nc1ccc(C(=O)NCc2cccs2)cc1,0,1,1,1,0,1,1,1,0
Cn1c(=O)c2c(nc(NCc3ccc4c(c3)OCO4)n2Cc2ccccc2F)n(C)c1=O,0,1,1,1,1,0,1,1,1
CCOC(=O)n1c(=O)n(Cc2c(Cl)cccc2Cl)c2ccccc21,1,1,1,1,1,1,1,1,1
COc1cc(CNc2ccc3[nH]c(=O)[nH]c3c2)ccc1OCC(=O)NC(C)(C)C,0,1,1,1,1,1,1,1,0
COc1ccc2c(c1)c(C(O)CN1CCC3(CC1)OCCO3)c(C)n2C,0,0,1,1,1,1,0,1,0
CCC(C)C(NS(=O)(=O)c1ccc(C)cc1)C(=O)NCCN1CCOCC1,1,1,1,1,0,1,1,0,1
COC(=O)c1ccc(C(=O)OC)c(N)c1,1,1,1,1,0,1,1,0,1
O=C(c1ccccc1C(=O)N1CCN(c2ccccc2F)CC1)N1CCN(c2ccccc2F)CC1,1,1,1,1,1,1,1,1,1
CCOc1ccc(NC(=O)CN(Cc2ccccc2)S(C)(=O)=O)cc1,1,1,1,1,1,1,1,1,1
O=C(CSc1ncnc2sc3c(c12)CCCC3)c1ccccc1,1,1,1,1,1,1,1,1,1
O=C(CCc1ccccc1)Nc1ccc(NC(=O)c2ccco2)cc1,1,1,0,0,1,1,1,1,0
CCC(C)N(C(=O)CSc1ccc(NC(C)=O)cc1)C1CCS(=O)(=O)C1,1,1,1,1,1,1,1,1,1
Cn1c(NCCCO)nc2c(c1=O)C1(CCCCC1)Cc1ccccc1-2,1,1,1,1,1,1,1,0,0
CC(=O)c1cc(-c2ccccc2)[nH]c1N1CCCC1,0,1,1,1,1,1,1,0,1
CS(=O)(=O)N(CC(=O)NCc1ccc2c(c1)OCO2)Cc1ccc(Cl)cc1,1,0,1,1,0,1,1,1,1
CC(C)Cc1cc(C(=O)Nc2cccnc2)no1,1,1,1,1,1,1,1,1,0
Cc1ccc(Nc2nc(C(=O)NCc3ccco3)cs2)cc1,0,0,1,1,0,0,1,1,1
CCOc1cc(C2NC(=O)NC(C)=C2C(=O)OCc2ccccc2)ccc1O,0,1,0,0,1,1,1,1,0
O=C1Nc2c(c(=O)[nH]c(=O)n2-c2ccccc2)C(C(F)(F)F)(C(F)(F)F)N1,1,1,1,1,1,1,1,1,0
CC(C)(C)c1ccc(OCC(=O)NC2CCS(=O)(=O)C2)cc1,1,1,1,0,1,1,0,0,0
Cc1nc2ccccn2c1/C(O)=C1\C(=O)C(=O)N(CCCn2ccnc2)C1c1ccncc1,1,1,1,1,1,1,0,1,1
Cc1nc(NC(=O)c2oc3ccccc3c2C)sc1C(=O)N(C)C,0,0,1,0,0,1,1,1,1
CCNC(=O)CC1S/C(=N\c2ccc(C)cc2)N(CC)C1=O,1,1,1,1,1,1,1,1,1
COc1ccc(C(=O)Nn2cnc3ccccc3c2=O)c(OC)c1,1,1,1,1,1,0,1,1,1
